contextText,location_fromMOH,searchCriteria_list1,searchCriteria_type,source_bNumber,source_fileName,time_year
"having an important bearing in the death-rate of the district. it shows that there were 34,817 unmarried persons residing in the district, of whom 12,937 were males and 21,880 females; that there were 40,119 married persons, of whom 19,701 were males and 20,418 females, (the difference between the number of wives and husbands obviously arose from the absence of the husbands or wives from the district on the day of the census); that there were 7,489 widowers and widows, of whom only 1,719 were widowers, and no less than 5,770 were widows. the table also shows the very early age",Hackney,wives,single term search,b1988526x,Hackney.1873.b1988526x.txt,1873
"the more populous, more prolific, and poorer section of the parish. it may be safely predicated of many of the residents in st. john's, that they had lived elsewhere in earlier life, and had only moved into this district after having achieved success in their calling. hence many of the wives of the wealthier inhabitants would be of mature age before coming into the locality, and as a consequence, would afterwards bear few or no children. this district too, has its contingent of independent persons—bachelors and spinsters—who, in consideration of its higher situation, and the more bracing atmosphere of this",Paddington,wives,single term search,b19955261,Paddington.1875.b19955261.txt,1875
"3rd october 1883, regarding an unhealthy area in shadwell. ""the area in question is bounded on the north by houses in cable street, on the south by houses in high street, on the east by albert street, and on the west by victoria street; and is occupied by labourers, their wives and families, street hawkers, sailors, and prostitutes. it includes some of the worst courts and places in the district. the approaches to it from albert street, high street, and cable street are beneath the first floors of the houses flanking the entrances. many of the houses have no spaces",Limehouse,wives,single term search,b19954955,Limehouse.1884.b19954955.txt,1884
"had never been vaccinated. in no case was any evidence obtained that the patient had been re-vaccinated. the ages varied from 2 months to 59 years. the average age was 233 years. the social positions of the patients were as follows:—1 coachman, 1 wife of a coachman, 8 labourers, 5 wives of labourers, 4 daughters of labourers, 5 sons of labourers, 1 barman, 1 saddler, 1 bricklayer, 1 builder, 1 wife of a builder, 2 daughters of a builder, 1 carpenter, 3 wives of carpenters, 2 sons of carpenters, 2 coal porters, 1 wife of a coal porter, 1 blacksmith,",Fulham,wives,single term search,b19953549,Fulham.1884.b19953549.txt,1884
"is very strong evidence in favour of the theory that re-vaccination has an almost absolute protective influence against an attack of smallpox. the ages varied from one day to 58 years. the average age was 27.5 years. the social positions of the patients were as follows:—2 shoemakers, 14 labourers, 4 wives of labourers, 1 widow of a labourer, 5 daughters of labourers, 4 carmen, 1 wife of a carman, 1 son of a carman, 1 daughter of a carman, 13 female domestic servants, 1 wife of a law clerk, 1 daughter of a law clerk, 1 scaffolder, 1 chimneysweep, 2",Fulham,wives,single term search,b19953550,Fulham.1885.b19953550.txt,1885
himself soe that his next wife hir pewe paying within vj wekes after hir death xijd and yerely also xijd to the churchwardens for the same. and that whoesoever heretofore hath burried his wife and not paide xijd according to a former order shall alsoe lose the beneffitt of there wives pewe and the churchwardens to place whome they shall think good notwithstanding any custom or order to the contrarye confirmed by or handes the day and yere abovesaid. an order taken in the vestry for the prises and rates of the belles and certayne pewes the xij day of,Westminster,wives,single term search,b20057064,Westminster.1888.b20057064.txt,1888
"were under five years of age, 89 between five and twelve years (the usual public elementary school age), 33 between twelve and twenty-one, and 17 upwards of twenty-one years. their position in life may be summarized as follows:—29 were adults, viz., colonel in her majesty's service, barmaid, shopman, two coachmen; wives of tailor, crossing-sweeper, bath-chair repairer, clerk, butcher's manager, greengrocer, coachman, and cabmen (2) respectively; labourer, errand boy, laundry woman, and 12 domestic servants. two hundred and sixteen were children, viz.: of artizans, 68; of labourers, &c., 40; of cabmen, carmen and coachmen, 29; of tradesmen, 21; of persons in",Kensington,wives,single term search,b19824312,Kensington.1889.b19824312.txt,1889
"three days, probably 72 hours, it seemed that some aerial influence was the scource, hence the name fancifully applied to the disease in the middle ages, since which era many such visitations have been recorded. the affection soon spread to the families of those primarily attacked, the first being the wives of men already affected, and then the younger members of the family contracted the disease ; giving distinct evidence of its infectivity, in which respect, indeed, it seems to exceed most diseases. very few, if any, deaths arose directly from influenza, except, perhaps, in the very old or very",Battersea,wives,single term search,b19875368,Battersea.1890.b19875368.txt,1890
"be drawn in favour of your clerk, on account of petty cash. (2) that pursuant to the reference of your board, your committee received and considered applications from candidates, for the office of hallkeepers. that your committee beg to report that there were seven applications. that six candidates with their wives appeared before your committee, and after careful inquiry and consideration of the testimonials, your committee beg in pursuance of the direction of your board, to recommend the following three, as the most suitable for the office, and from among whom your board shall make the selection namely: mr. &",MileEnd,wives,single term search,b19953987,MileEnd.1891.b19953987.txt,1891
"for 1891 and 1892. fifteen cases of diphtheria occurred in the finsbury barracks in december, 1891, and the beginning of january, 1892. the origin of the outbreak is thus explained a person who had been nursing a case of diphtheria, and who was engaged to nurse one of the soldier's wives in her confinement, called to see if her services were likely to be soon required. she was suffering from sore throat: she took a child upon her lap and kissed it. the child was the first to have the disease, and died in the barracks."" reference is made in",LondonCountyCouncil,wives,single term search,b18252412,LondonCountyCouncil.1892.b18252412.txt,1892
"84,158 in england and wales.* these figures do not include the pastrycooks and confectioners, many of whom work underground, but whom i exclude as they are not directly concerned in the production of bread. the bakers, however, constitute a large and important class, and when we take into consideration the wives and children dependent on their exertions, it will be evident that our present discussion directly affects the interests of a large section of the industrial community. ""the lot of the journeyman baker is neither a healthy nor an enviable one. from the nature of his occupation he is placed",Southwark,wives,single term search,b17999352,Southwark.1893.b17999352.txt,1893
"even greater still. these figures clearly show that the borough has a subnormal number of females, and those who know their kingston well will not be surprised at the figures, which is only what might be expected of a town largely inhabited by the artizan class, who with their young wives and families reside in the smallest kind of villa residences, where they are unaided in their household duties by domestic servants. table shewing the mean number of persons at each age period per 1000 of the population, 1871 to 1881, compared with the numbers per 1000 at each age",KingstonuponThames,wives,single term search,b19975971,KingstonuponThames.1894.b19975971.txt,1894
"to prevent contact of the occupants of these two institutions. the disinfection was carried out by the military authorities. it was partly owing to these cases that the vestry passed the resolution which will be found in this report headed ''public health act and government property."" the soldiers and their wives were in the habit of going to a neighbouring hostelry for refreshment where two cases subsequently occurred, and in one case, viz., that of a barman, the vestry found it necessary to prosecute him for travelling by rail to norfolk when the disease was upon him and when he",Westminster,wives,single term search,b19874352,Westminster.1897.b19874352.txt,1897
"size. another keeper has also two houses which he lets in a similar manner. a third has, at the rear of his lodging-house, an outbuilding 5 in which are ten rooms let furnished at 4s. 6d. per week. the last have been in much demand by married men and their wives since the construction of a neighbouring railway has commenced. a fourth keeper has ten houses let as furnished rooms at 8d. or 9d. per night, no charge being made for sundays when occupied for a week. the first common lodging-house, which consists of three old houses with a common",LondonCountyCouncil,wives,single term search,b18252461,LondonCountyCouncil.1897.b18252461.txt,1897
"bed-room if he can help it, and much prefers what he calls ""a rinse at the sink."" i have never seen, but can picture in my mind's eye, seven men in a row at 6 a.m., each waiting his turn for a wash before starting out to work. how the wives will manage i can form no idea. i did not consider the w.c. accommodation at culham buildings sufficient, but i was content to waive this as a large number of the tenements are single room lettings, but the defective washing arrangements i could not pass over. since this report",BethnalGreen,wives,single term search,b18254056,BethnalGreen.1897.b18254056.txt,1897
"very excellent idea of utilising the heat from their dust destructor, which would otherwise be lost, would make their working expenses less than any bath he knew of in london. he looked upon washhouses as almost a greater boon than baths. those living in the east end knew the difficulties wives had to contend with. when living in one or two rooms, and when the clothes had to be hung on the top of an asphalte roof in the smoky air they dried as dirty as before. under such conditions people could appreciate the advantages of a public institution, where",Shoreditch,wives,single term search,b20056874,Shoreditch.1897.b20056874.txt,1897
"control, yet that you may gauge their relative importance, i have recorded some of these, and shall briefly discuss them first. they may be divided into 6 groups:— 1. poverty. 2. illegitimacy. 3. overlaying. 4. unhealthy surroundings 5. hereditary diseases. 6. insurance. i. poverty.—on account of poverty and other causes, wives work in factories, &c., even when pregnant. they are known to work up to within a day or two of their confinement. these conditions expose the mother to all sorts of risks, and very often cause the child to be prematurely born. in 1898, 33 deaths were registered as",Limehouse,wives,single term search,b18223096,Limehouse.1898.b18223096.txt,1898
"orange free state and the transvaal. the men of the army reserve were accordingly called out on active service, including some of the workmen employed by the vestry. the vestry, acting in accordance with the practice of other public bodies, determined, on the 24th october, to grant half-pay to the wives of the army reserve men who were on the vestry s permanent staff during the time they were on active service in connection with the war in the transvaal. the large amount raised for the wives and families ot the reserve men by voluntary subscription being considered insufficient to",Southwark,wives,single term search,b1995606x,Southwark.1899.b1995606x.txt,1899
"available for the patients at their labour. the question of registration and certification of midwives has been the subject of much discussion and is not without some bearing on public health work. last year's cases can be divided into 2 groups, one containing 4 patients delivered and attended by mid wives and nurses connected with queen charlotte's hospital, and the other 3, delivered by medical practitioners and attended by untrained women. no information is available as to the proportions of births attended by medical practitioners and by midwives, so that no conclusions can be drawn from this division. of the",Paddington,wives,single term search,b19955455,Paddington.1899.b19955455.txt,1899
"known as widely as possible that such subscriptions will be received at the town hall."" a report of the proceedings of the committee will appear in next year's annual report. three of the vestry's employees in the army reserve were called up for active service, and the vestry allowed their wives half their wages while they were absent, and kept their places open for them. the vestry allowed the use of the town hall for a supper and entertainment to be given to volunteers for south africa; and also passed a resolution congratulating the officers and members of the 21st",Clerkenwell,wives,single term search,b20056424,Clerkenwell.1899.b20056424.txt,1899
"204 200 marasmus, &c. 198 244 many, one might say most, of the deaths from the above causes are essentially preventible, being due to ignorance rather than 8 unavoidable disease. at the end of the year, with the object of taking active steps towards the education and improvement of the wives and daughters of the poorer households where these diseases are particularly rampant, the council, on the initiative of the chairman of the public health committee, decided to appoint two women health visitors, whose duties should be the same as are performed by the health visitors of birmingham, and are",WestHam,wives,single term search,b18223059,WestHam.1899.b18223059.txt,1899
"; its shape is that of a rectangle, one entrance being in salisbury street, the other in devonshire street. it consists of 26 houses, containing 273 inhabitants, thus averaging a little over 19 a house. the inhabitants are composed of general labourers, bricklayers' labourers, ostlers, hawkers, and others, with their wives and families, each family as a rule occupying one room. i have never found the sanitary state of the one side even reason ably good; sixteen of the houses have damp foundations; most of the drains are constructed of brick and are in a bad condition. the death rate",StMaryleboneMetropolitanBorough,wives,single term search,b18254159,StMaryleboneMetropolitanBorough.1901.b18254159.txt,1901
"square do. 23 5 8 26 14 8 hornsey road, re-arranging boiler-house 3 1 8 3 3 10 public conveniences— 16 2 0 16 2 0 cemetery— labourers and gravediggers 33 4 0 34 15 4 salaries of clerks, draughtsmen and messengers 142 18 9 153 4 8 half-pay to wives and relatives of reservists 3 11 6 3 11 6 freightage of rough dust 6 0 9 6 3 0 electricity account wages of technical staff and labourers, at the electric light station 250 0 9 270 8 10 salaries of clerical staff in borough treasurer's department 4 11",Islington,wives,single term search,b18045339,Islington.1902.b18045339.txt,1902
"that purpose. one underground bakehouse has been enlarged and improved and the council expressed satisfaction, as to its suitability. 17 midwives act, 1902. this act, which comes into force on the 1st of april of this year, 1903, is intended for the regulation and supervision of the practice of mid wives for this purpose women pursuing this calling will be required to register their names. i have caused a list of midwives practising in the district to be forwarded to the middlesex county council. inspection of the parish. over 2100 houses have been inspected, followed in 1936 cases by re-inspections.",Twickenham,wives,single term search,b19970900,Twickenham.1902.b19970900.txt,1902
"made to limit the waste of native-born children. much may be done by departmental work, aided by the co-operation of the medical profession, the clergy, district visitors, and others, but what is most wanted is better education of girls in those subjects which are requisite to fit them to be wives and mothers. indeed, were such subjects as the principles of domestic economy (meaning housewifely management, and thrift) and hygiene included in the course of teaching in all public elementary schools, manv of the present day evils would be greatly minimised. i believe that, if the women of the poorer",PaddingtonMetropolitanBorough,wives,single term search,b18245171,PaddingtonMetropolitanBorough.1902.b18245171.txt,1902
"5.1 16.8 1899 4.5 15.8 5.0 16.5 1900 4.5 15.5 5.1 16.3 1901 4.4 15.0 5.0 16.0 of the 1,019 husbands who were under 21 years of age at the date of their marriage 1,615 were bachelors who married spinsters, and 4 were bachelors who married widows. of the 5,738 wives who were under 21 years of age at the date of their marriage 5,659 were spinsters who married bachelors, 77 were spinsters who married widowers, and two were widows who married bachelors. births. the number of births registered in the administrative county of london in 1902 (53 weeks) was",LondonCountyCouncil,wives,single term search,b18252515,LondonCountyCouncil.1902.b18252515.txt,1902
"1902, and november, 1903, it may be estimated that about 4,000 beds are vacant every night. on the 14th november, 1903, when the accommodation for lodgers alone might be roughly estimated at 29,000, a census was taken for the purpose of classifying the total common lodging.house population, including deputies, their wives and families, according to age and sex. this census gave a total of 25,662 men, women, and children sleeping in common lodging.houses on the night in question, and of this 59 number nearly 500 persons belonged to the families of deputies. the results are tabulated below— common lodging.houses. census",LondonCountyCouncil,wives,single term search,b18252527,LondonCountyCouncil.1903.b18252527.txt,1903
"— — — woolstone road — — 1 1 — — — — — — york terrace 1 1 — — — — — — — — part 3. general 75 public health and legislative measures, 1903. midwiyes act, 1902.—this is an act to secure the better training of mid wives and to regulate their practice. except where otherwise stated the act came into force in april, 1903, and the chief provisions are the following :— 1. from and after april 1st, 1905, no woman may use the name or title of midwife, or any name or title implying that",Lewisham,wives,single term search,b19874406,Lewisham.1903.b19874406.txt,1903
"is) will show that the result of the work of the sanitary authorities is sufficiently encouraging to lead them to increased efforts in the future. 112 occupations of adult males and of husbands or parents of persons who died from tubercular disease in 1901, 1902 and 1903. occupation. adult males. wives and children of occupation. adult males. wives and children of. tailors 24 14 other shopkeepers 17 4 collar cutter 1 — hawkers 19 1 upholsterers 5 2 labourers 58 18 furniture makers 2 1 warehousemen and packers 15 4 hatter 1 — shoemakers, leather workers 15 7 porters 24",CityofWestminster,wives,single term search,b18247684,CityofWestminster.1903.b18247684.txt,1903
"such a slender thread, that infantile mortality must needs be high, always. but that there are many preventable deaths admits of no doubt, and i am persuaded that the remedies for the evil must be sought in improved homes, better training of girls to fit them for their duties as wives and mothers; and, if mothers cannot be induced to suckle their babes, in a purer milk supply. probably, for the present, at least, the means last named is the more easy to be attained, and pre-eminently by the institution of ""municipal milk depots for the supply of sterilized and",Kensington,wives,single term search,b18047129,Kensington.1903.b18047129.txt,1903
"behalf are also moving, and last year (1903) a return was presented to their high court at sheffield, the importance of which may be judged by the fact that it dealt with three and three-quarters million vears of lives, of which 2,271,822 were those of benefit members, and 1,028,337 of wives and widows of members. the return related to the deaths that occurred in the united kingdom in the five years 1897-1901 and are very remarkable, 15 benefit members. deaths from all causes. deaths from consumption. percentage of deaths from consumption to total deaths. england 31,498 4,478 14.21 ireland -",Islington,wives,single term search,b18047257,Islington.1904.b18047257.txt,1904
"4 4 4 4 — — — — 32 total 69 114 31 28 51 107 253 380 266 149 65 14 1,527 d 42 occupations of adult males and of husbands or parents of persons who died from tubercular disease in 1901, 1902 1903, and 1904. occupation. adult males. wives and children of. occupation. adult males. wives and children of. tailors 34 19 porters 30 12 collar cutter 1 — „ railway 3 4 upholsterers 5 2 „ shop 11 — furniture maters 2 1 „ market 16 4 french polisher 2 1 „ tailors 5 — hatter 1",CityofWestminster,wives,single term search,b18247696,CityofWestminster.1904.b18247696.txt,1904
"such a weak thread, that infantile mortality must needs be high, always. but that there are many preventable deaths admits of no doubt, and i am persuaded that the remedies for the evil must be sought in improved homes, better training of girls to fit them for their duties as wives and mothers; and, if mothers cannot be induced to suckle their babes, in a purer milk supply. probably, for the present, at least, the means last named is the more easily to be attained, and pre-eminently by the institution of "" municipal milk depots."" but the local government board,",Kensington,wives,single term search,b18047282,Kensington.1904.b18047282.txt,1904
"accounted for by the semi-rural character of the northern ward, its comparatively recent existence as a residential ward, its distance away from the railway station, its less crowded condition, and its higher elevation. 25 the very poor in physique and circumstances seem to crowd near the railway stations, and the wives and children seem not to have similar inducements to walk and take fresh air that those removed from the shopping localities have, and consequently both mothers and children suffer. joined to this there is an amount of drinking in public houses amongst the women of the st. james street",Walthamstow,wives,single term search,b19971035,Walthamstow.1904.b19971035.txt,1904
"24 cases of puerperal fever, or 5.1 per 1,000 births, were notified, of which 9 proved fatal, or 1.9 per 1,000 births. two cases, both terminating fatally, occurred in the practice of an unregistered woman who practised as a midwife but did not describe herself as such. by the mid wives act, 1902, it was provided that after the first day of april, 1905, no woman who was not certified under the act shall take or use the name or title of midwife, and that after april ist, 1910, no woman shall, habitually and for gain, attend women in child-birth",Fulham,wives,single term search,b18044657,Fulham.1905.b18044657.txt,1905
"at home. the conditions of employment included the payment of railway fares to and from the colonies by the central body, the return of men to their homes on furlough once in each month, the observance of rules, and other matters. the above allowances were paid weekly to the men's wives at their homes by an official of the distress committee. 226 in the case of long grove the hours of work were from 7.45 a.m. to 4.45 p.m. (less half-an-hour for dinner) and the wages were sevenpence an hour ; no work being done on saturdays. the fare from",Hammersmith,wives,single term search,b18106894,Hammersmith.1905.b18106894.txt,1905
"to the severity of the disease it could not be ascertained whether he had been vaccinated or not. he was of course removed to the metropolitan asylums board hospital, where he subsequently died. this case caused considerable anxiety as he was one of eleven male italians who lived with their wives and children at this address. they were, however, prevented from going to work, were interned in their homes and given a sum of money to provide for their immediate necessities. this death from small pox was 10 below the corrected average of the preceding twenty years. in london 9",Islington,wives,single term search,b18106614,Islington.1905.b18106614.txt,1905
"history, but association with previous case 10 case in the rooms previously 2 neither family history nor association with previous case ascertainable 25 62 48 occupations of adult males and of husbands or parents of persons vjho died from tubercular disease in the 5 years 1901-5. occupation. adult males. 1 wives and children of. occupation. adult males. wives and children of. tailors 37 25 porters 34 19 collar cutter 1 — „ railway 3 4 upholsterers 5 3 „ shop 15 2 furniture makers 3 3 „ market 23 4 french polisher 2 1 „ tailors 6 — hatter 1",CityofWestminster,wives,single term search,b18247702,CityofWestminster.1905.b18247702.txt,1905
"workhouses which are resorted to as lying-in hospitals by women from other districts. the high illegitimate birth-rate in some of the boroughs can be partly explained in this way. the variations in the fertility of the various boroughs are associated with variations in the marriage-rate, and in the proportion of wives under twenty-five years of age to the total population of married women. as we pass from the wealthier to the poorer boroughs, the marriage-rate rises, and so does the proportion of young wives. the percentage of wives under twenty-five to total wives, varies from 9.3 in hampstead to 17.4",Battersea,wives,single term search,b18044591,Battersea.1905.b18044591.txt,1905
",, street incidence 28 page infectious disease— age period in relation to 52 & 57 attack rates 58 & 60 bathing of children ... 76 notification of 57 notification by school teachers 75 school closure on account of 71 legal proceedings 94 marriage rate 20 measles 35 & 71 mid wives and puerperal fever 67 milk, additional powers required 113 analysis of 108 dirty 110 ,, dried 111 ,, dyed 110 samples on delivery 108 ,, sunday samples 108 ,, supply, infected 83 ,, warranty clauses 1ll nervous diseases, deaths from 37 phthisis, deaths from 36 & 37 population 16",Lewisham,wives,single term search,b19874418,Lewisham.1905.b19874418.txt,1905
"father consumptive; previous child died from tubercle. (d) father consumptive. (e) mother consumptive. (f) father consumptive. (g) mother consumptive; previous baby died from tubercular meningitis. 53 occupations of adult males and of husbands or parents of persons who died from tubercular disease in the 6 years 1901-6. occupation. adult males. wives and childr'n of. occupation. adult males. wives and childr'n of. general or local government- conveyances of men and goods-contd. police 3 9 tailors' porters 6 - po3tmen and sorters 8 2 warehousemen and packers 28 15 defence of country- metals, machines. implements and conveyance- smiths - 1 soldiers 20",CityofWestminster,wives,single term search,b18247714,CityofWestminster.1906.b18247714.txt,1906
"the poor. i have little faith in the creche. if the baby is taken care of the mother goes out to work, and our object should be to keep the mother at home to suckle her child and look after it. there are too many men idle nowadays whilst their wives work for lower wages than men will take. suitable milk for babies can be made by proper mixtures of milk and cream. not as good as human milk, but very fair if supplied in aseptic stoppered bottles, each containing sufficient for one meal according to age. any dairyman with",KingstonuponThames,wives,single term search,b19970018,KingstonuponThames.1906.b19970018.txt,1906
"found that during ten years 1871 -80, in england and wales, assuming marriage to have no influence upon phthisis, by selection, infection, or otherwise, it would happen 4,363 times that both husband and wife would die of that disease, and that of 4,363 husbands dying in the ten years 829 wives would die within one year of the husband's death, 742 within one year and under two years, 654 within two years and under three years, and so on in diminishing proportions. there was no evidence that this number is actually exceeded. again, professor karl pearson has studied the subject.",LondonCountyCouncil,wives,single term search,b18252552,LondonCountyCouncil.1906.b18252552.txt,1906
"general fund contribution from borough rate 200 0 0 401 19 2 „ balance due to treasurer 19 1 8 421 0 10 payments. £ s. d. £ s. d. by sick pay to members 342 4 8 „ death allowances — to members (8) 48 0 0 to members' wives (3) 12 0 0 60 0 0 „ sundry expenditure— stewards' fees 15 10 0 medical examination fees 3 2 0 cheque book 0 4 2 18 16 2 421 0 10 with a view to reducing the charge upon the rates in respect to this fund, the council",Hammersmith,wives,single term search,b18106948,Hammersmith.1906.b18106948.txt,1906
"other light refreshments on wimbledon common. the council concurred in such resolution, and appointed the mayor and councillor mathias as its representatives on a deputation to the conservators in favour of the suggestion. the deputation attended on the 28th may, 1906, when the conservators resolved that until further order the wives of the common keepers and labourers should be permitted to supply hot water to visitors to the common, and that the question of other refreshments should be further considered. wimbledon common. 30. in april, 1906, this council asked the london county council t0 provide sanitary conveniences on wandsworth common.",Wandsworth,wives,single term search,b18250749,Wandsworth.1906.b18250749.txt,1906
"room, and is, therefore, entirely unfitted for the feeding of infants, the milk for whom should always be above reproach. the time was when this was not of so much consequence, for the child was invariably reared on its mother's breast, but now that such a large number of the wives of the working classes do not suckle their offspring, it is a matter of the greatest concern. the sooner, therefore, powers are given to local authorities to require suitable places for the sale of milk, constructed as stated above, the better it will be for every person who is",Islington,wives,single term search,b18106626,Islington.1906.b18106626.txt,1906
"per bed) has been defrayed by voluntary subscriptions; the maintenance of the patients will be undertaken by the friendly societies, who have not only guaranteed expenses, by endowing beds, at a cost of 25s. per week each, but will also hand over the members' sick pay for the support of wives and families; and thus will "" overcome the anxiety of working men to leave the institution before complete arrest of their malady."" a notable part of the scheme is an "" after-care farm colony."" * letter from local government board to the late sir william broadbent. vide page 42.",KensingtonMetropolitanBorough,wives,single term search,b18235645,KensingtonMetropolitanBorough.1907.b18235645.txt,1907
"of such houses, 18 being in st. john's ward. subjoined is a list of the occupations of persons who have died from tubercular disease. d 46 occupations of adult males and of husbands or parents of persons who died from, tubercular disease in the 7 years 1901-7. occupation. adult males. wives and children of. occupation. adult males. wives and children of. general or local government— conveyances of men and goods—contd. police 3 14 market ,, 33 6 postmen and sorters 11 2 drapers and tailors' porters 7 — paviors and sweepers 10 4 warehousemen and packers 30 19 sewermen 1",CityofWestminster,wives,single term search,b18247726,CityofWestminster.1907.b18247726.txt,1907
"babirs' welcome and school for mathers, 6 and 7, chalton street, euston road, n. w. 1. consultations and weighings (of babies and mothers). 2. dinners for suckling mothers. 3. lessons on food, and food values and prices. (especially the feeding of suckling mothers). 4. classes on simple cookery. (for young wives and all mothers). 5. lessons for mothers and young wives:— (i) in the cutting out and making of babies' clothes. (ii) in the preparation for and care of babies. (iii) in housewifery and domestic health. 6. provident maternity club. for (1) doctor or midwife; (2) baby clothes ; (3)",StPancrasMetropolitanBorough,wives,single term search,b18251900,StPancrasMetropolitanBorough.1907.b18251900.txt,1907
